gene,scaffold,gene_id,gene_description,category,header,subheader,module,amg_flags,d,p,f,spore_likely
Minot_Diet_SRR5088940_NODE_77_length_37768_cov_60.922308_14,Minot_Diet_SRR5088940_NODE_77_length_37768_cov_60.922308,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,TM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088940_NODE_79_length_37728_cov_14.862209_37,Minot_Diet_SRR5088940_NODE_79_length_37728_cov_14.862209,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088940_NODE_83_length_36904_cov_46.552389_5,Minot_Diet_SRR5088940_NODE_83_length_36904_cov_46.552389,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,TFM,Bacteria,p__Verrucomicrobiota,f__Akkermansiaceae,NA
Minot_Diet_SRR5088940_NODE_87_length_36623_cov_44.196757_41,Minot_Diet_SRR5088940_NODE_87_length_36623_cov_44.196757,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088940_NODE_905_length_5186_cov_23.782499_6,Minot_Diet_SRR5088940_NODE_905_length_5186_cov_23.782499,K03091,sigH;RNA polymerase sigma-H factor,MISC,RNA synthesis and degradation,Transcription,Sigma factors,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088941_NODE_39_length_41542_cov_12.056427_14,Minot_Diet_SRR5088941_NODE_39_length_41542_cov_12.056427,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Minot_Diet_SRR5088941_NODE_48_length_38357_cov_22.277897_27,Minot_Diet_SRR5088941_NODE_48_length_38357_cov_22.277897,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,TM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Minot_Diet_SRR5088941_NODE_63_length_33425_cov_79.818250_22,Minot_Diet_SRR5088941_NODE_63_length_33425_cov_79.818250,K07699,spo0A;stage 0 sporulation protein A,MISC,Sporulation,phosphorelay,NA,M,Bacteria,p__Firmicutes_A,f__Ruminococcaceae,FALSE
Minot_Diet_SRR5088941_NODE_8_length_63260_cov_540.486227_64,Minot_Diet_SRR5088941_NODE_8_length_63260_cov_540.486227,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Bacteria,p__Firmicutes_A,f__CAG-382,FALSE
Minot_Diet_SRR5088942_NODE_17_length_45888_cov_101.194052_42,Minot_Diet_SRR5088942_NODE_17_length_45888_cov_101.194052,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088942_NODE_23_length_42702_cov_92.258564_44,Minot_Diet_SRR5088942_NODE_23_length_42702_cov_92.258564,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Bacteria,p__Firmicutes_A,f__Oscillospiraceae,FALSE
Minot_Diet_SRR5088942_NODE_3_length_102439_cov_744.499170_20,Minot_Diet_SRR5088942_NODE_3_length_102439_cov_744.499170,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,TM,Bacteria,p__Firmicutes_A,f__CAG-138,FALSE
Minot_Diet_SRR5088942_NODE_3_length_102439_cov_744.499170_142,Minot_Diet_SRR5088942_NODE_3_length_102439_cov_744.499170,K07097,nrnB;oligoribonuclease NrnB,MISC,Sporulation,Sporulation proteins,Newly identified sporulation proteins (based on transcription profiling),TM,Bacteria,p__Firmicutes_A,f__CAG-138,FALSE
Minot_Diet_SRR5088942_NODE_83_length_21273_cov_15.289895_7,Minot_Diet_SRR5088942_NODE_83_length_21273_cov_15.289895,K07699,spo0A;stage 0 sporulation protein A,MISC,Sporulation,phosphorelay,NA,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088942_NODE_8_length_62781_cov_13.893330_66,Minot_Diet_SRR5088942_NODE_8_length_62781_cov_13.893330,K07097,nrnB;oligoribonuclease NrnB,MISC,Sporulation,Sporulation proteins,Newly identified sporulation proteins (based on transcription profiling),M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088943_NODE_104_length_28903_cov_9.286848_17,Minot_Diet_SRR5088943_NODE_104_length_28903_cov_9.286848,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088943_NODE_147_length_17961_cov_20.108064_9,Minot_Diet_SRR5088943_NODE_147_length_17961_cov_20.108064,K07699,spo0A;stage 0 sporulation protein A,MISC,Sporulation,phosphorelay,NA,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088943_NODE_214_length_11501_cov_10.515202_25,Minot_Diet_SRR5088943_NODE_214_length_11501_cov_10.515202,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088943_NODE_21_length_64175_cov_46.056644_13,Minot_Diet_SRR5088943_NODE_21_length_64175_cov_46.056644,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088943_NODE_2_length_258912_cov_53.563643_13,Minot_Diet_SRR5088943_NODE_2_length_258912_cov_53.563643,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088943_NODE_2_length_258912_cov_53.563643_38,Minot_Diet_SRR5088943_NODE_2_length_258912_cov_53.563643,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088943_NODE_2_length_258912_cov_53.563643_73,Minot_Diet_SRR5088943_NODE_2_length_258912_cov_53.563643,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088943_NODE_36_length_49808_cov_8.096095_15,Minot_Diet_SRR5088943_NODE_36_length_49808_cov_8.096095,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088943_NODE_36_length_49808_cov_8.096095_80,Minot_Diet_SRR5088943_NODE_36_length_49808_cov_8.096095,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088943_NODE_3_length_242295_cov_16.546454_14,Minot_Diet_SRR5088943_NODE_3_length_242295_cov_16.546454,K07097,nrnB;oligoribonuclease NrnB,MISC,Sporulation,Sporulation proteins,Newly identified sporulation proteins (based on transcription profiling),M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088943_NODE_3_length_242295_cov_16.546454_190,Minot_Diet_SRR5088943_NODE_3_length_242295_cov_16.546454,K07097,nrnB;oligoribonuclease NrnB,MISC,Sporulation,Sporulation proteins,Newly identified sporulation proteins (based on transcription profiling),M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088943_NODE_3_length_242295_cov_16.546454_199,Minot_Diet_SRR5088943_NODE_3_length_242295_cov_16.546454,K03091,sigH;RNA polymerase sigma-H factor,MISC,RNA synthesis and degradation,Transcription,Sigma factors,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_Diet_SRR5088943_NODE_47_length_44645_cov_5.247073_55,Minot_Diet_SRR5088943_NODE_47_length_44645_cov_5.247073,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Bacteria,p__Firmicutes,f__Erysipelatoclostridiaceae,FALSE
Minot_Diet_SRR5088944_NODE_92_length_15788_cov_4.749190_15,Minot_Diet_SRR5088944_NODE_92_length_15788_cov_4.749190,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_healthy_male_NODE_1263_length_18724_cov_13.240184_15,Minot_healthy_male_NODE_1263_length_18724_cov_13.240184,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Bacteria,p__Firmicutes_A,f__Peptostreptococcaceae,TRUE
Minot_healthy_male_NODE_157_length_48817_cov_11.810939_3,Minot_healthy_male_NODE_157_length_48817_cov_11.810939,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_healthy_male_NODE_157_length_48817_cov_11.810939_70,Minot_healthy_male_NODE_157_length_48817_cov_11.810939,K01356,lexA;lexa repressor,MISC,Genetics,DNA repair/ recombination,NA,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_healthy_male_NODE_1778_length_15234_cov_1071.380130_33,Minot_healthy_male_NODE_1778_length_15234_cov_1071.380130,K07097,nrnB;oligoribonuclease NrnB,MISC,Sporulation,Sporulation proteins,Newly identified sporulation proteins (based on transcription profiling),FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_healthy_male_NODE_198_length_45805_cov_439.901421_37,Minot_healthy_male_NODE_198_length_45805_cov_439.901421,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Bacteria,p__Proteobacteria,f__HTCC2089,NA
Minot_healthy_male_NODE_2251_length_12868_cov_4.273628_4,Minot_healthy_male_NODE_2251_length_12868_cov_4.273628,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Bacteria,p__Bacteroidota,f__Tannerellaceae,NA
Minot_healthy_male_NODE_2563_length_11749_cov_4.457072_9,Minot_healthy_male_NODE_2563_length_11749_cov_4.457072,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Minot_healthy_male_NODE_286_length_39120_cov_34.080737_22,Minot_healthy_male_NODE_286_length_39120_cov_34.080737,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_healthy_male_NODE_2979_length_10528_cov_10.610331_5,Minot_healthy_male_NODE_2979_length_10528_cov_10.610331,K03091,sigH;RNA polymerase sigma-H factor,MISC,RNA synthesis and degradation,Transcription,Sigma factors,FM,Bacteria,p__Firmicutes_A,f__Peptostreptococcaceae,TRUE
Minot_healthy_male_NODE_302_length_38239_cov_9.405720_28,Minot_healthy_male_NODE_302_length_38239_cov_9.405720,K03091,sigH;RNA polymerase sigma-H factor,MISC,RNA synthesis and degradation,Transcription,Sigma factors,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_healthy_male_NODE_313_length_37724_cov_18.534206_36,Minot_healthy_male_NODE_313_length_37724_cov_18.534206,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_healthy_male_NODE_313_length_37724_cov_18.534206_49,Minot_healthy_male_NODE_313_length_37724_cov_18.534206,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_healthy_male_NODE_349_length_36005_cov_11.432184_39,Minot_healthy_male_NODE_349_length_36005_cov_11.432184,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_healthy_male_NODE_45_length_74462_cov_7.050049_11,Minot_healthy_male_NODE_45_length_74462_cov_7.050049,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,TM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_healthy_male_NODE_514_length_30114_cov_6.459297_7,Minot_healthy_male_NODE_514_length_30114_cov_6.459297,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Minot_healthy_male_NODE_5_length_148708_cov_49.451302_137,Minot_healthy_male_NODE_5_length_148708_cov_49.451302,K07097,nrnB;oligoribonuclease NrnB,MISC,Sporulation,Sporulation proteins,Newly identified sporulation proteins (based on transcription profiling),TM,Bacteria,p__Bacteroidota,f__Tannerellaceae,NA
Minot_healthy_male_NODE_66_length_63150_cov_18.283303_49,Minot_healthy_male_NODE_66_length_63150_cov_18.283303,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Bacteria,p__Proteobacteria,f__Pasteurellaceae,NA
Minot_healthy_male_NODE_72_length_61518_cov_41.454208_29,Minot_healthy_male_NODE_72_length_61518_cov_41.454208,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Bacteria,p__Firmicutes_A,f__UBA1381,TRUE
Minot_healthy_male_NODE_74_length_61055_cov_52.779049_39,Minot_healthy_male_NODE_74_length_61055_cov_52.779049,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Monaco_MBA1011_NODE_1_length_132211_cov_17.593458_11,Monaco_MBA1011_NODE_1_length_132211_cov_17.593458,K04769,spoVT;stage V sporulation protein T,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1011_NODE_1_length_132211_cov_17.593458_95,Monaco_MBA1011_NODE_1_length_132211_cov_17.593458,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1011_NODE_52_length_13803_cov_7.090559_14,Monaco_MBA1011_NODE_52_length_13803_cov_7.090559,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1011_NODE_59_length_11367_cov_23.261492_9,Monaco_MBA1011_NODE_59_length_11367_cov_23.261492,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1011_NODE_82_length_7742_cov_8.733706_6,Monaco_MBA1011_NODE_82_length_7742_cov_8.733706,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1029_NODE_10_length_19842_cov_49.046798_22,Monaco_MBA1029_NODE_10_length_19842_cov_49.046798,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1034_NODE_33_length_24252_cov_11.614456_28,Monaco_MBA1034_NODE_33_length_24252_cov_11.614456,K01356,lexA;lexa repressor,MISC,Genetics,DNA repair/ recombination,NA,M,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Monaco_MBA1053_NODE_55_length_6762_cov_7.010735_15,Monaco_MBA1053_NODE_55_length_6762_cov_7.010735,K03091,sigH;RNA polymerase sigma-H factor,MISC,RNA synthesis and degradation,Transcription,Sigma factors,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1062_NODE_16_length_36540_cov_25.798273_19,Monaco_MBA1062_NODE_16_length_36540_cov_25.798273,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1062_NODE_17_length_36164_cov_31.530062_46,Monaco_MBA1062_NODE_17_length_36164_cov_31.530062,K07699,spo0A;stage 0 sporulation protein A,MISC,Sporulation,phosphorelay,NA,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1062_NODE_8_length_54366_cov_17.292887_41,Monaco_MBA1062_NODE_8_length_54366_cov_17.292887,K01356,lexA;lexa repressor,MISC,Genetics,DNA repair/ recombination,NA,M,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Monaco_MBA1090_NODE_731_length_5935_cov_9.718878_11,Monaco_MBA1090_NODE_731_length_5935_cov_9.718878,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Bacteria,p__Firmicutes_C,f__Selenomonadaceae,FALSE
Monaco_MBA1090_NODE_763_length_5716_cov_4.826886_7,Monaco_MBA1090_NODE_763_length_5716_cov_4.826886,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1098_NODE_28_length_17665_cov_46.630494_5,Monaco_MBA1098_NODE_28_length_17665_cov_46.630494,K03091,sigH;RNA polymerase sigma-H factor,MISC,RNA synthesis and degradation,Transcription,Sigma factors,TFM,Bacteria,p__Firmicutes_A,f__Peptostreptococcaceae,TRUE
Monaco_MBA1098_NODE_32_length_16919_cov_8.139291_3,Monaco_MBA1098_NODE_32_length_16919_cov_8.139291,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Bacteria,p__Bacteroidota,f__Bacteroidaceae,NA
Monaco_MBA1098_NODE_5_length_33098_cov_16.857095_37,Monaco_MBA1098_NODE_5_length_33098_cov_16.857095,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1133_NODE_1334_length_6227_cov_6.454796_10,Monaco_MBA1133_NODE_1334_length_6227_cov_6.454796,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1133_NODE_1414_length_6039_cov_7.084726_2,Monaco_MBA1133_NODE_1414_length_6039_cov_7.084726,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1133_NODE_1414_length_6039_cov_7.084726_3,Monaco_MBA1133_NODE_1414_length_6039_cov_7.084726,K07097,nrnB;oligoribonuclease NrnB,MISC,Sporulation,Sporulation proteins,Newly identified sporulation proteins (based on transcription profiling),FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1133_NODE_7_length_73190_cov_35.691899_66,Monaco_MBA1133_NODE_7_length_73190_cov_35.691899,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Bacteria,p__Bacteroidota,f__Bacteroidaceae,NA
Monaco_MBA1151_NODE_45_length_50077_cov_26.381612_6,Monaco_MBA1151_NODE_45_length_50077_cov_26.381612,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1151_NODE_45_length_50077_cov_26.381612_14,Monaco_MBA1151_NODE_45_length_50077_cov_26.381612,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1155_NODE_14_length_16135_cov_15.457525_18,Monaco_MBA1155_NODE_14_length_16135_cov_15.457525,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1267_NODE_147_length_9150_cov_8.533040_1,Monaco_MBA1267_NODE_147_length_9150_cov_8.533040,K07097,nrnB;oligoribonuclease NrnB,MISC,Sporulation,Sporulation proteins,Newly identified sporulation proteins (based on transcription profiling),FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Monaco_MBA1267_NODE_15_length_52115_cov_24.844372_69,Monaco_MBA1267_NODE_15_length_52115_cov_24.844372,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
