locus,name,description,function,product,names,outlinks.uniprot,outlinks.subtilist
BSU_37310,fnr,transcriptional regulator of anaerobic genes,"regulation of anaerobiosis, fermentation and overflow metabolism",transcription regulator (Crp family),fnr,P46908,gene_detail+BG11343
new_3769195_3769288_c,S1414,"new RNA feature, intergenic region
",,intergenic region,S1414,,
BSU_14180,ykuQ,similar to tetrahydrodipicolinate succinylase,biosynthesis of lysine and peptidoglycan,similar to tetrahydrodipicolinate succinylase,ykuQ;dapH,O34981,gene_detail+BG13301
new_4022729_4023053_c,S1511,"new RNA feature, intergenic region
",,intergenic region,S1511,,
new_417763_418267_c,S128,"new RNA feature, 5'UTR of yclF
",,5'UTR of yclF,S128,,
BSU_39060,citH,sporulation-specific secondary transporter of divalent metal ions/citrate complexes,citrate  uptake,secondary transporter of divalent metal ions/citrate complexes,citH;yxiQ,P42308,gene_detail+BG11146
BSU_tRNA_46,trnS-Ser,,translation,transfer RNA-Ser,trnS-Ser,,gene_detail+BG00065
new_1074573_1076008,S354,"new RNA feature, 3'UTR of yhzF
",,3'UTR of yhzF,S354,,
BSU_06800,yezA,unknown,unknown,unknown,yezA,O31505,gene_detail+BG12872
BSU_18780,yoaW,unknown,unknown,unknown,yoaW,O34541,gene_detail+BG13493
BSU_32010,besA,Ferri-bacillibactin esterase,iron acquisition,ferri-bacillibactin esterase,besA;yuiI,O32102,gene_detail+BG13974
new_2282486_2282578,S815,"new RNA feature, 3'UTR of yokD
",,3'UTR of yokD,S815,,
BSU_24310,folD,methylenetetrahydrofolate dehydrogenase (NADP),formylation of Met-tRNA(fMet),methylenetetrahydrofolate dehydrogenase (NADP),folD;yqiA,P54382,gene_detail BG11711
BSU_08550,sspK,small acid-soluble spore protein (minor) SASP,protection of spore DNA,small acid-soluble spore protein (minor) SASP,sspK,Q7WY75,gene_detail+BG14175
new_3625508_3625640_c,S1347,"new RNA feature, 5'UTR of ftsE
",,5'UTR of ftsE,S1347,,
BSU_21210,yomV,unknown,unknown,unknown,yomV,O31962,gene_detail+BG13609
new_3951662_3951749_c,S1478,"new RNA feature, 5'UTR of menA
",,5'UTR of menA,S1478,,
BSU_14790,ylaI,unknown,unknown,unknown,ylaI,O07633,gene_detail+BG13346
BSU_25680,yqeG,putative [SW|HAD superfamily] phosphatase,unknown,unknown,yqeG,P54452,gene_detail BG11635
new_2978602_2978702_c,S1098,"new RNA feature, intergenic region
",,intergenic region,S1098,,
BSU_35190,yvkC,similar to pyruvate water dikinase,unknown,unknown,yvkC,O34796,gene_detail+BG14114
BSU_40060,gntK,gluconokinase,gluconate utilization,gluconokinase,gntK,P12011,gene_detail BG10649
BSU_16890,ymfK/1,part of the <i>ymfK</i> pseudogene,unknwon,unknown,ymfK/1,,
BSU_33500,copA,"copper-transporting ATPase, resistance to copper","copper export, detoxification",copper transporting ATPase,copA;yvgX,O32220,gene_detail BG14106
BSU_misc_RNA_21,BSU_misc_RNA_21,,,,BSU_misc_RNA_21,,
BSU_13480,ykrK,transcription repressor of [[gene|htpX ]]expression,regulation of membrane protein quality control,transcription repressor of [[gene|62B6875301B458F04E3F65717AD3A5925A9C4973]],ykrK,O31656,gene_detail+BG13273
new_1914233_1914999_c,S652,"new RNA feature, 3' of S653
",,3' of S653,S652,,
BSU_28970,ytxB,unknown,unknown,unknown,ytxB,P06568,gene_detail+BG10360
BSU_16880,ymfJ,unknown,unknown,unknown,ymfJ,O31768,gene_detail+BG13430
BSU_35750,tagA,UDP-N-acetyl-D-mannosamine transferase,biosynthesis of teichoic acid,UDP-N-acetyl-D-mannosamine transferase,tagA,P27620,gene_detail BG10450
BSU_06320,mneS,secondary manganese (II) efflux pump,Mn(II) export,manganese (II) efflux pump,mneS;undefined;ydxT;yeaB,P46348,gene_detail BG11329
new_3055193_3055921,S1144,"new RNA feature, 3'UTR of ytoQ
",,3'UTR of ytoQ,S1144,,
BSU_14890,ctaC,cytochrome-c oxidase (subunit II),respiration,cytochrome-c oxidase (subunit II),ctaC,P24011,gene_detail+BG10215
BSU_34080,yvfS,similar to [SW|ABC transporter] (transmembrane subunit),unknown,[SW|ABC transporter] (transmembrane subunit),yvfS,O07017,gene_detail BG12444
BSU_03190,ycgL,unknown,unknown,unknown,ycgL,P94389,gene_detail+BG12010
BSU_10110,pbpF,penicillin-binding protein 2C,bifunctional glucosyltransferase/ transpeptidase,penicillin-binding protein 2C,pbpF,P38050,gene_detail BG10428
BSU_12870,mhqA,"hydroquinone-specific dioxygenase, confers resistence to methyl-hydroxyquinone",resistence to methyl-hydroxyquinone,hydroquinone-specific dioxygenase,mhqA;ykcA,O34689,gene_detail BG13228
BSU_07570,yflS,malate transporter,malate uptake,malate transporter,yflS,O34726,gene_detail+BG12951
BSU_06300,cotA,"laccase, bilirubin oxidase, spore coat protein (outer)",resistance of the spore,"laccase, bilirubin oxidase",cotA;pig,P07788,gene_detail BG10490
new_3745414_3746298,S1403,"new RNA feature, 3'UTR of rapD
",,3'UTR of rapD,S1403,,
BSU_40790,yyaO,unknown,unknown,unknown,yyaO,P37509,gene_detail+BG10037
BSU_35540,tuaH,sugar transferase,biosynthesis of teichuronic acid,sugar transferase,tuaH;yvhH,O32267,gene_detail+BG12695
BSU_20450,yorA,unknown,unknown,unknown,yorA,O31912,gene_detail+BG13685
BSU_10430,yhxD,"general stress protein, similar to alcohol dehydrogenase",survival of salt and ethanol stresses,unknown,yhxD,P40398,gene_detail+BG11060
BSU_19540,yodB,"[SW|MarR family|MarR/DUF24 family] transcription repressor of [[gene|CFFFFE96FB7AEEF7190F81332369F0A6834C34A4]], [[gene|B7A0D1B3CAA2733A33BCCDDB6774ABF1A0223473]]-[[gene|catE ]]and [[gene|yodC ]]expression",regulation of quinone and diamide detoxification,[SW|MarR family|MarR/DUF24 family] transcription repressor,yodB,O34844,gene_detail BG13531
BSU_10340,yhfR,phosphatase involved in isopentenol (isoprenoid) biosynthesis,isoprenoid biosynthesis,unknown,yhfR,O07617,gene_detail BG13062
BSU_00190,dnaX,DNA polymerase  III (gamma and tau subunits) part of the clamp-loader complex and the [SW|replisome],[[category|SW 3.1.1]],DNA polymerase  III (gamma and tau subunits),dnaX;dnaH;dna-8132,P09122,gene_detail BG10083
new_2396720_2396797_c,S868,"new RNA feature, intergenic region
",,intergenic region,S868,,
BSU_40260,yycQ,unknown,unknown,unknown,yycQ,Q45605,gene_detail+BG11470
BSU_29900,trmB,tRNA (m7G46) methyltransferase,tRNA modification,tRNA (m7G46) methyltransferase,trmB;ytmQ,O34522,gene_detail BG13890
BSU_17266,ymzEn,annotated in RefSeq,,,,,
new_596003_596095_c,S189,"new RNA feature, 5'UTR of ydfM
",,5'UTR of ydfM,S189,,
new_2395813_2395952_c,S866,"new RNA feature, 5'UTR of ypfD
",,5'UTR of ypfD,S866,,
BSU_29400,ascR,"alkyl-sulphur catabolism regulator, transcriptional activator of the [[gene|E3F1B3A4086DBC40FD9AE9CD6981270FBDFA6CAF]]-[[gene|A6A13C54177381CE78ABA2CFC2A3F2CE12099F15]]-[[gene|A8FA40EACDB15CF53DDDA725A3AA5A6EB654FA8B]]-[[gene|350C97E4A4C60A6E2FF9610D50B4A49FB9F9B42D]]-[[gene|B1DD32A3B3D1C0C5391A40834940257357A2F30F]]-[[gene|B24763A732111026D21C828FF9BE73FB22A123CF]]-[[gene|EDC3565D90D7059A4A4C66A13EB568420F6CECD4]]-[[gene|FCD25CA4414D689B217F54B0C44EB805F9590454]]-[[gene|8145952307BC47805A7A9BD39418474358043BFE]]-[[gene|3D32B6C1DC9CAC615B02E14EA846648C3B0E61D6]]-[[gene|0DE66A10D9475DC57A140561E8532D3EC038FD6F]]-[[gene|ytnM ]]operon",regulation of sulphur metabolism,"alkyl-sulphur catabolism regulator, transcriptional activator ([SW|LysR family])",ascR;ytlI,O35038,gene_detail+BG13877
BSU_21260,yomQ,unknown,unknown,unknown,yomQ,O31967,gene_detail+BG13604
BSU_29590,nifZ,"cysteine desulfurase, biosynthesis of 4-thiouridine in tRNA",biosynthesis of 4-thiouridine in tRNA,cysteine desulfurase,nifZ;iscSB,O34874,gene_detail+BG12632
BSU_05200,ydeH,unknown,unknown,unknown,ydeH,P96665,gene_detail+BG12135
BSU_tRNA_60,trnB-Ala,,translation,transfer RNA-Ala,trnB-Ala,,gene_detail+BG00082
BSU_04440,dctB,"C4-dicarboxylate binding protein, co-sensor for DctS",sensing of C4-dicarboxylates,C4-dicarboxylate binding protein,dctB;ydbE,P96600,gene_detail+BG12072
new_3061289_3061624_c,S1148,"new RNA feature, 5'UTR of ytmP
",,5'UTR of ytmP,S1148,,
new_2098793_2098895_c,S739,"new RNA feature, 5'UTR of yocM
",,5'UTR of yocM,S739,,
new_945417_945519,S303,"new RNA feature, 5'UTR of ygxA
",,5'UTR of ygxA,S303,,
BSU_01600,ybbA,"enterobactin esterase, release of iron from enterobactin",iron acquisition from enterobactin [pubmed|28283524],enterobactin esterase [pubmed|28283524],ybbA,P55192,gene_detail BG11565
BSU_33650,yvzC,similar to transcription regulator (Xre family),unknown,unknown,yvzC,O32235,gene_detail+BG14159
BSU_30810,ytxM,similar to prolyl aminopeptidase,ubiquinone and menaquinone biosynthesis,unknown,ytxM;ytfB,P23974,gene_detail BG10685
BSU_17290,ebrB,multidrug efflux transporter,multidrug resistance,multidrug efflux transporter,ebrB,O31791,gene_detail BG12586
BSU_40700,yybB,unknown,unknown,unknown,yybB,P37502,gene_detail+BG10029
BSU_tRNA_29,trnD-Asn,,translation,transfer RNA-Asn,trnD-Asn,,gene_detail+BG00048
new_1356775_1357416_c,S461,"new RNA feature, 3' of S462
",,3' of S462,S461,,
new_1575098_1575233,S553,"new RNA feature, 5'UTR of ylbN
",,5'UTR of ylbN,S553,,
BSU_09050,yhcE,similar to [SW|ABC transporter] (membrane protein),unknown,[SW|ABC transporter] (membrane protein),yhcE,P54589,gene_detail+BG11583
BSU_25800,yqcK,similar to C-As lyase,unknown,unknown,yqcK,P45945,gene_detail+BG11302
new_3783802_3783877_c,S1424,"new RNA feature, intergenic region
",,intergenic region,S1424,,
BSU_30560,pckA,phosphoenolpyruvate carboxykinase,synthesis of phosphoenolpyruvate,phosphoenolpyruvate carboxykinase,pckA,P54418,gene_detail+BG11841
BSU_30739,ytzL,unknown,unknown,unknown,ytzL;ythC,C0H3Q2,
BSU_10660,hlpB,"HNH nuclease-like protein, rescues AddA-AddB-mediated recombination intermediates",rescuing of AddA-AddB-mediated recombination intermediates,HNH nuclease-like protein,hlpB;yisB,O06715,gene_detail BG13089
BSU_18600,yozQ,unknown,unknown,unknown,yozQ,Q7WY68,gene_detail+BG14189
new_559362_560150_c,S180,"new RNA feature, 3'UTR of ydeB
",,3'UTR of ydeB,S180,,
new_1683508_1683660,S583,"new RNA feature, 5'UTR of topA
",,5'UTR of topA,S583,,
BSU_01150,rpsJ,ribosomal protein,translation,ribosomal protein S10 (BS13),rpsJ;tetA,P21471,gene_detail BG19008
BSU_31322,yugO,potassium channel protein (exporter),potassium exporter,potassium channel protein,yugO,Q795M8,gene_detail BG12369
BSU_10140,hemY,coproporphyrinogen oxidase,biosynthesis of heme,coproporphyrinogen oxidase,hemY;hemG,P32397,gene_detail+BG10431
BSU_25500,hemN,anaerobic coproporphyrinogen III oxidase,heme biosynthesis,anaerobic coproporphyrinogen III oxidase,hemN;yqeR,P54304,gene_detail+BG11395
new_3971340_3971882_c,S1485,"new RNA feature, independent transcript
",,independent transcript,S1485,,
BSU_29600,braB,branched-chain amino acid transporter,uptake of branched-chain amino acids,branched-chain amino acid transporter,braB,O34545,gene_detail BG12573
BSU_39320,yxiB,unknown,unknown,unknown,yxiB,P42294,gene_detail+BG11131
BSU_34150,ganP,galactotriose [SW|ABC transporter] (permease),uptake of galactotriose,galactotriose [SW|ABC transporter] (permease),ganP;yvfL,O32261,gene_detail+BG12437
BSU_40360,htrC,similar to quality control membrane serine protease [[protein|76FA52D5A5F9FCA14BA9B45872FE3D99D89B211B]],unknown,putative quality control membrane protease,htrC;yycK;yyxA,P39668,gene_detail BG11054
BSU_27070,levD,"fructose-specific permease of the [SW|phosphotransferase systems|phosphotransferase system], EIIA of the [[category|SW 1.2.2|PTS]]",fructose uptake and phosphorylation,"fructose-specific [[category|SW 1.2.2|PTS]], EIIA component",levD,P26379,gene_detail+BG10316
new_2591866_2591960_c,S942,"new RNA feature, 5'UTR of zur
",,5'UTR of zur,S942,,
BSU_03360,zagA,"zinc metallochaperone, ZTP activated GTPase A",supply of zinc from [[protein|035154A4160F084BA1CC124D0951937B203E167D]] to [[protein|7732A37D59E2643F232F2C0AFE51BCF7A79EDE29]],ZTP activated GTPase A,zagA;yciC,P94400,gene_detail BG12021
BSU_33830,opuCA,glycine betaine/carnitine/choline/arsenobetaine/arsenocholine [SW|ABC transporter] (ATP-binding protein),compatible solute transport,glycine betaine/carnitine/choline/arsenobetaine/arsenocholine [SW|ABC transporter] (ATP-binding protein),opuCA;yvbE,O34992,gene_detail BG12637
BSU_29750,aroA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthase / chorismate mutase-isozyme 3,biosynthesis of aromatic amino acids,3-deoxy-D-arabino-heptulosonate 7-phosphate synthase /,aroA;aroG,P39912,gene_detail BG10375
BSU_20970,yonX,unknown,unknown,unknown,yonX,O31938,gene_detail+BG13633
BSU_17099,BSU_17099,annotated in RefSeq,,,,,
BSU_10740,yisJ,unknown,unknown,unknown,yisJ,O06723,gene_detail+BG13097
BSU_04370,ydaS,general stress protein,unknown,unknown,ydaS,P96594,gene_detail+BG12066
new_2041828_2041927_c,S701,"new RNA feature, intergenic region
",,intergenic region,S701,,
BSU_39760,iolA,methylmalonate-semialdehyde dehydrogenase (acylating),myo-inositol catabolism,methylmalonate-semialdehyde dehydrogenase (acylating),iolA;mmsA;yxdA,P42412,gene_detail+BG11117
BSU_10120,hemE,uroporphyrinogen decarboxylase (uroporphyrinogen III),heme biosynthesis,uroporphyrinogen decarboxylase (uroporphyrinogen III),hemE,P32395,gene_detail+BG10429
BSU_05830,gmuC,"glucomannan-specific permease of the [SW|phosphotransferase systems|phosphotransferase system], EIIC of the [[category|SW 1.2.2|PTS]]",glucomannan uptake and phosphorylation,"glucomannan-specific lichenan-specific [[category|SW 1.2.2|PTS]], EIIC component",gmuC;ydhO,O05507,gene_detail+BG12192
BSU_12050,yjdH,unknown,unknown,unknown,yjdH,O31649,gene_detail+BG13180
new_2339954_2340289,S843,"new RNA feature, 5'UTR of recU
",,5'UTR of recU,S843,,
BSU_36460,ywoF,unknown,unknown,unknown,ywoF,P94576,gene_detail+BG12493
BSU_35410,flgK,flagellar hook-filament junction proteins,motility and chemotaxis,flagellar hook-filament junction proteins,flgK,P39810,gene_detail+BG10401
BSU_23190,dacB,"sporulation-specific penicillin-binding protein 5*, D-alanyl-D-alanine carboxypeptidase",carboxypeptidase,"penicillin-binding protein 5*, D-alanyl-D-alanine carboxypeptidase",dacB,P35150,gene_detail BG10527
BSU_33860,yvbH,unknown,unknown,unknown,yvbH,O32245,gene_detail+BG14081
new_3124023_3124157_c,S1164,"new RNA feature, 5'UTR of ytpA
",,5'UTR of ytpA,S1164,,
BSU_32220,yutI,putative iron-sulfur scaffold protein,unknown,putative iron-sulfur scaffold protein,yutI,O32119,gene_detail BG14045
BSU_33800,opuCD,glycine betaine/carnitine/choline/arsenobetaine/arsenocholine [SW|ABC transporter],compatible solute transport,glycine betaine/carnitine/choline/arsenobetaine/arsenocholine [SW|ABC transporter],opuCD;yvbB,O34742,gene_detail BG12640
BSU_12900,htrA,"membrane-anchored protein quality control protease, serine protease Do",protein quality control,serine protease Do,htrA;ykdA,O34358,gene_detail+BG12608
BSU_33960,araE,L-arabinose permease (proton symporter),"uptake of arabinose, galactose and xylose",L-arabinose permease,araE;yvbR,P96710,gene_detail+BG11907
BSU_35000,hprK,HPr kinase/ phosphorylase,"carbon catabolite repression,phosphorylation of [[protein|29B793660E4D30C0656248F3EF403FEF76FB9025|HPr]] and [[protein|A269774F2FDC94F93BA5F1360FFFE754B50383AD]] proteins at Ser46",[[protein|29B793660E4D30C0656248F3EF403FEF76FB9025|HPr]] kinase/ phosphorylase,hprK;ptsK;yvoB,O34483,gene_detail BG14125
BSU_12180,yjhA,lipoprotein,unknown,lipoprotein,yjhA,O34725,gene_detail BG13192
BSU_22780,folE,GTP cyclohydrolase I,biosynthesis of folate,GTP cyclohydrolase IA,folE,P19465,gene_detail BG10277
new_2329450_2329514_c,S837,"new RNA feature, intergenic region
",,intergenic region,S837,,
BSU_25660,aroD,shikimate dehydrogenase,biosynthesis of aromatic amino acids,shikimate dehydrogenase,aroD,P54374,gene_detail BG11522
BSU_25650,yqeI,"similar to predicted RNA-binding protein, may be involved in ribosome assembly",unknown,unknown,yqeI,P54454,gene_detail BG11637
new_2692852_2692932_c,S982,"new RNA feature, intergenic region
",,intergenic region,S982,,
BSU_07170,yetI,split paralog of [[protein|621357D1FB6AC1B0499732EFE226F982B26CE34E]] with [[protein|00A19F2D960FAD4A6DA34D027828E1135A3BE218]],possible stressosome protein,split paralog of [[protein|621357D1FB6AC1B0499732EFE226F982B26CE34E]] with [[protein|00A19F2D960FAD4A6DA34D027828E1135A3BE218]],yetI,,gene_detail+BG12865
new_2316227_2316424_c,fbpC,"new RNA feature, independent transcript",,independent transcript,S834,L8ECR0,
BSU_09020,yhcB,similar to oxidoreductase,unknown,unknown,yhcB,P54586,gene_detail+BG11580
BSU_12130,yjfC,unknown,unknown,unknown,yjfC,O34458,gene_detail+BG13187
BSU_35910,rbsR,transcriptional repressor of the ribose operon,regulation of ribose utilization,transcriptional repressor ([SW|LacI family]),rbsR,P36944,gene_detail+BG10876
BSU_00160,yaaH,"general stress protein, survival of ethanol  stress, [[protein|CEBEC9CECCF445C40D793E61A2CD23175631A473]]-dependent protein of the inner spore coat, spore cortex lytic protein","survival of ethanol  stress, protection of the spore",N-acetylglucosaminidase,yaaH;sleL,P37531,gene_detail BG10080
BSU_16700,swsB,"similar to deacetylase, required for efficient degradation of the spore cortex by [[protein|49ED84B48CEC09493B6056D03D2A57578770CE15]] during [SW|germination]",required for spore cortex degradation during [SW|germination],unknown,swsB;ylxY;ymxI,P50850,gene_detail+BG11492
new_2069984_2070118_c,bsrE,"toxin, maintenance of the prophage-like element P6",maintenance of the prophage-like element P6,toxin,bsrE;S718,,
BSU_01960,skfF,"ABC transporter (permease), export of the spore killing factor",export of the spore killing factor SkfA,ABC transporter (permease),skfF;ybdB,O31428,gene_detail BG12719
BSU_12980,ykfB,L-Ala-D/L-Glu epimerase,cell wall metabolism,L-Ala-D/L-Glu epimerase,ykfB,O34508,gene_detail+BG13232
BSU_21130,yonD,unknown,unknown,unknown,yonD,O31954,gene_detail+BG13617
BSU_04050,pxpA,subunit of ATP-dependent 5-oxoprolinase,detoxification of 5-oxoproline,subunit of 5-oxoprolinase,pxpA;ycsF,P42963,gene_detail+BG11227
BSU_41010,gidA,"glucose-inhibited division protein, tRNA uridine 5-carboxymethylaminomethyl modification enzyme",tRNA modification,tRNA uridine 5-carboxymethylaminomethyl modification enzyme,gidA;mnmG,P25812,gene_detail BG10059
BSU_05980,tatAY,component of the [[protein|780FDF3DD260287428B397FFE7F44DDF1917381C]]-[[protein|E60FC9C9B273DD6B07B7B95819525DE5F35113CE]] twin-arginine translocase,TAT [SW|protein secretion],component of the twin-arginine translocation pathway,tatAY;ydiI,O05522,gene_detail BG12206
BSU_15650,yloB,"ATP-driven Ca<sup>2+</sup> pump, transports calcium ions from the mother cell to the forespore",accumulation of calcium in the spore,ATP-driven Ca<sup>2+</sup> pump,yloB,O34431,gene_detail+BG13384
BSU_30760,mntB,manganese [SW|ABC transporter] (ATP-binding protein),manganese uptake,manganese [SW|ABC transporter] (ATP-binding protein),mntB;ytgB,O34338,gene_detail+BG13852
BSU_19140,yozB,unknown,unknown,unknown,yozB,O31845,gene_detail+BG13749
BSU_31680,comA,"two-component system response regulator, controls gene expression in response to cell density (concentration of [[protein|60D6EB02923D9ADE88F61A8CBBD882BA8BDD457E]])",regulation of genetic competence and quorum sensing,two-component system response regulator,comA;srfB;comAA,P14204,gene_detail BG10381
