Entry,locud_tag,product,synonym,gene
Q18CQ0,CD630_01600,Stage 0 sporulation protein A homolog,,
Q187Z9,CD630_20310,Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11),argD,argM
Q185J3,CD630_23200,Ribose-5-phosphate isomerase B1 (Phosphoriboisomerase B) (EC 5.3.1.6),,rpiB1
Q183R4,CD630_28280,Aminotransferase (EC 2.6.1.-),,
Q18BJ0,CD630_13230,Protein export-enhancing factor,,tepA
Q187W5,CD630_20010,Uncharacterized protein,,
Q186V8,CD630_17480,Uncharacterized protein,,
Q187N8,CD630_19290,Putative membrane protein,,
Q188Q6,CD630_04660,"Transcriptional regulator, RpiR family",,
Q182C2,CD630_24360,Magnesium transporter MgtE,,
Q182K2,CD630_25160,L-asparaginase (EC 3.5.1.1),,ansB
Q18CP7,CD630_01560,Putative membrane-membrane-associated CAAX amino terminal protease,,
Q188Q9,CD630_04630,"Transcriptional regulator, TetR family",,
Q18CC5,CD630_00420,"PTS system, galactitol-specific IIB component",,
Q18CX5,CD630_02320,Flagellar hook-associated protein FlgL (Or HAP3),,flgL
Q187D4,CD630_18250,O-acetylhomoserine sulfhydrylase (EC 2.5.1.49),,metY
Q189L5,CD630_06730,Putative methyltransferase,,
Q18A65,CD630_08730,"ABC-type transport system, sugar-family extracellular solute-binding protein",,
Q18B33,CD630_11710,Electron transfer flavoprotein subunit alpha,,etfB4
Q182Z9,CD630_26650,"Transcriptional regulator, AraC family",,
Q18AS8,CD630_10760,"PTS system, mannose/fructose/sorbose IIB component",,
Q184Z9,CD630_31590,Putative FemA-like peptidoglycan biosynthesis protein,,
Q18D65,CD630_03220,Putative ATPase,,
Q187P5,CD630_19340,Aspartate kinase (EC 2.7.2.4),,
Q184L6,CD630_30290,Bifunctional protein: cystathionine beta-lyase / repressor (EC 4.4.1.8),,malY
Q18CM9,CD630_01350,"PTS system, lactose/cellobiose-family IIA component",,
Q187D6,CD630_18260,Homoserine O-acetyltransferase (HAT) (EC 2.3.1.31) (Homoserine transacetylase) (HTA),metAA,metA
Q183S8,CD630_28420,Nitrilase (Carbon-nitrogen hydrolase) (EC 3.5.5.1),,
Q18D97,CD630_03620,Stage 0 sporulation protein A homolog,,
Q186M7,CD630_16710,Stage 0 sporulation protein A homolog,,
Q18BX4,CD630_14520,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase)",,folK
Q182Y5,CD630_26520,Cell division/stage V sporulation protein,,spoVE
Q187G0,CD630_18500,"Transcriptional regulator, AraC family Tn1549-like, CTn5-Orf6",,
Q183K2,CD630_27670,Cell surface protein cwp19,,cwp19
Q187T9,CD630_19800,"ABC-type transport system, permease",,
Q18B52,CD630_11940,Stage III sporulation protein AC,,spoIIIAC
Q189F2,CD630_06100,Two-component sensor histidine kinase,,
Q18CL8,CD630_01290,Putative sporulation protein yyac,,
Q18CD9,CD630_00560,Putative ribonuclease,,
Q187Z0,CD630_20220,RepL domain-containing protein,,
Q180Y1,CD630_34830,Putative zinc/iron permease,,
Q181D5,CD630_35350,Putative phosphonate metabolism protein,,phnJ
Q183W9,CD630_28800,"PTS system, cellobiose-specific IIA component (EC 2.7.1.69)",,celC
Q182U7,CD630_26120,Putative amino acid permease,,
Q18C92,CD630_00110,RNA polymerase sigma-B factor (Sigma-37),,sigB
Q182Q7,CD630_25680,"PTS system, mannose-specfic IIC component",,
Q188U2,CD630_04980,"Putative cell-division FtsK/SpoIIIE-family protein Tn5397, CTn3-Orf21",,
Q189U3,CD630_07490,DNA helicase (EC 3.6.4.12),,
Q18DA6,CD630_03710,"Putative conjugative transposon protein Tn916-like, CTn1-Orf16",,
Q181P5,CD630_36420,Putative selenocysteine synthase (EC 2.9.1.1),,
Q182G0,CD630_24740,"Putative DNA polymerase III, delta subunit",,
Q182F2,CD630_24650,Putative amino acid/polyamine transporter,,
Q185U0,CD630_21520,"Putative glutamyl-aminopeptidase, M42 family (EC 3.4.11.7)",,
Q186V2,CD630_17460,Sodium/glutamate symporter,,gltC
Q180N8,CD630_33910,"Putative conjugative transposon protein DUF961 family Tn916-like, CTn7-Orf30",,
Q184Y0,CD630_31440,"Transcriptional regulator, DeoR family",,
Q18CU1,CD630_02030,Putative UvrABC system protein A 1 (UvrA protein 1) (Excinuclease ABC subunit A 1),,
Q186I9,CD630_16320,Asparagine synthetase (EC 6.3.5.4),,asnB1
Q184R1,CD630_30730,Putative membrane protein,,
Q188Q8,CD630_04640,Putative beta-lactamase-like hydrolase,,
Q18DB9,CD630_03840,"Putative conjugative transposon protein DUF961 family Tn916-like, CTn1-Orf29",,
Q185I9,CD630_23150,Putative exported protein,,
Q18B92,CD630_12290,Putative peptidoglycan glycosyltransferase (EC 2.4.1.129),,
Q18A57,CD630_08600,MgsA_C domain-containing protein,,
Q187L1,CD630_18980,Putative phage-related cell wall hydrolase (Endolysin),,
Q18A28,CD630_08330,Aconitate hydratase A (EC 4.2.1.3) (Iron-responsive protein-like) (RNA-binding protein),,acnB
Q184N1,CD630_30420,Putative membrane protein,,
Q186J9,CD630_16440,"Transcriptional regulator, RmlC-type",,
Q188Y8,CD630_05430,Uncharacterized protein,,
Q18A25,CD630_08310,Putative ATP-dependent RNA helicase,,
Q18BM9,CD630_13640,Putative phage XkdM-like protein,,
Q188K2,CD630_04180,"Putative conjugative transposon protein Tn1549-like, CTn2-Orf12",,
Q183J3,CD630_27580,Site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72),,
Q18AT5,CD630_10820,Molybdopterin-guanine dinucleotide biosynthesis protein B,,mobB
Q184W5,CD630_31270,"PTS system, beta-glucoside-like IIBC component (EC 2.7.1.69)",,
Q18CK4,CD630_01120,Phosphate butyryltransferase (EC 2.3.1.19),,ptb
Q182V4,CD630_26210,Uncharacterized protein,,
Q188U4,CD630_05020,"Putative ATPase Tn5397, CTn3-Orf16",,
Q185E0,CD630_22690,"PTS system, fructose-specific IIABC component (EC 2.7.1.69)",,fruABC
Q188X2,CD630_05280,Peptidase M20 domain-containing protein 2,,
Q184T7,CD630_31000,"Putative C4-dicarboxylate anaerobic carrier,DcuC family",,
Q18AC0,CD630_09270,DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37),,
Q187U0,CD630_19790,"ABC-type transport system, extracellular solute-binding protein",,
Q185D0,CD630_22610,"Putative peptidase, M24 family",,
Q18A83,CD630_08920,Cold shock protein,,cspA
Q186P5,CD630_16880,Stage 0 sporulation protein A homolog,,
Q185D5,CD630_22630,Peptidylprolyl isomerase (EC 5.2.1.8),,prsA
Q18BR7,CD630_14000,Uncharacterized protein,,
Q189L0,CD630_06650,"ABC-type transport system,lantibiotic/multidrug-family permease",,cdd2
Q186K7,CD630_16530,Lipoprotein,,
Q17ZU0,CD630_31960,Putative penicillin-binding protein,,
Q189V8,CD630_07620,Putative PTS system EIIA component,,srlR
Q181G9,CD630_35690,Sporulation-specific protease,,
Q18AX5,CD630_11150,"Putative conjugative transfer protein Tn1549-like, CTn4-Orf4",,
Q18AI5,CD630_09850,"Putative drug/sodium antiporter, MATE family",,
Q18BK2,CD630_13370,"Transcriptional regulator, RpiR family",,
Q181K8,CD630_36060,Putative hydrolase,,
Q180B4,CD630_32690,"Putative oligoendopeptidase F, M3B family",,
Q18BT7,CD630_14160,Putative membrane protein,,
Q183E4,CD630_27100,Putative sugar phosphate epimerase/isomerase,,
Q18CB8,CD630_00340,"Putative xylose transporter, sodium:galactoside symporter family",,
Q184G8,CD630_29780,Putative CRISPR-associated Cas3 family helicase,,
Q181J2,CD630_35900,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain),carB,carB2
Q181G0,CD630_35590,ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-),ftsH,ftsH2
Q185F1,CD630_22800,"PTS system, fructose/mannitol family IIC component",,
Q182I6,CD630_24990,Uncharacterized protein,,
Q18BE9,CD630_12870,"Transcriptional regulator, Fur family",,fur
Q187R0,CD630_19500,Putative membrane protein,,
Q185I2,CD630_23080,"Transcriptional regulator, HTH-type",,
Q18C68,CD630_15470,ATP phosphoribosyltransferase regulatory subunit (EC 6.1.1.21),,hisZ
Q18AT8,CD630_10840,"ABC-type transport system, multidrug-family ATP-binding/permease protein (EC 3.6.3.-)",,
Q180L2,CD630_33680,Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-),,rsgA
Q187R1,CD630_19510,Putative Acyl-CoA N-acyltransferase,,
Q18A96,CD630_09040,Putative phage integrase,,
Q185T9,CD630_21500,Putative endonuclease/exonuclease/phosphatase,,
Q18B90,CD630_12260,Endolytic murein transglycosylase (EC 4.2.2.-) (Peptidoglycan polymerization terminase),,mltG
Q186D3,CD630_15790,Histidine kinase (EC 2.7.13.3),,
Q18D04,CD630_02690,Flagellar basal body protein,,flgG
Q18B89,CD630_12270,tRNA 5-hydroxyuridine methyltransferase (EC 2.1.1.-) (ho5U methyltransferase),,trmR
Q189G5,CD630_06220,Uncharacterized protein,,
Q18A80,CD630_08830,Glycogen biosynthesis protein,,glgD
Q184M9,CD630_30400,Uncharacterized protein,,
Q185R9,CD630_21290,Zinc metalloprotease (EC 3.4.24.-),,
Q185E4,CD630_22720,TYR_PHOSPHATASE_2 domain-containing protein,,
Q187M7,CD630_19170,Ethanolamine acetaldehyde oxydoreductase (EC 1.2.1.10),,eutE
Q185L6,CD630_23430,Succinyl-CoA:coenzyme A transferase (EC 2.8.3.-),,cat1
Q18A78,CD630_08850,"Alpha-1,4 glucan phosphorylase (EC 2.4.1.1)",,glgP
Q182J3,CD630_25090,"Putative glycoside hydrolase, family 4 (EC 3.2.1.-)",,
Q18C39,CD630_15170,Ferrous iron transport protein B,,feoB
Q18D52,CD630_03140,Putative membrane protein,,
Q18BE0,CD630_12760,Putative replication-associated recombination protein a rara,,
Q18AK5,CD630_10080,S1 rna binding domain protein,,
Q18AC6,CD630_09350,Putative S-adenosyl-L-methionine-dependent methyltransferase,,
Q188N1,CD630_04410,"Transcriptional regulator, sigma-54-dependent",,
Q181A0,CD630_35010,Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-),,mfd
Q181L1,CD630_36070,Putative iron-sulfur assembly protein,,
Q181T3,CD630_36800,50S ribosomal protein L34,,rpmH
Q184X6,CD630_31380,"Transcription antiterminator, PTS operon regulator, bglG4",,bglG4
Q184J6,CD630_30050,"Transcriptional regulator, IclR family",,
Q182H4,CD630_24870,"PTS system, fructose-like IIB component (EC 2.7.1.69)",,
Q18BD1,CD630_12690,Stage 0 sporulation protein A homolog,,
Q180B0,CD630_32650,Stage 0 sporulation protein A homolog,,
Q180H7,CD630_33330,"Putative conjugative transposon protein Tn916-like, CTn6-Orf9",,
Q18CA4,CD630_00210,Pyruvate carboxylase (EC 6.4.1.1),,pycA
Q18CS1,CD630_01770,Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79),,cfa
Q183B3,CD630_26810,Putative sporulation protein,,
Q189L3,CD630_06690,Histidine kinase (EC 2.7.13.3),,
Q187Y0,CD630_20120,Putative hydrolase,,hydD
Q18CP2,CD630_01500,"Putative peptidase, M22 family",,
Q181M9,CD630_36270,4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7),dapA,dapA4
Q185I5,CD630_23100,Cold shock protein D,,cspD
Q18BI2,CD630_13150,Riboflavin biosynthesis protein [Includes: Riboflavin kinase (EC 2.7.1.26) (Flavokinase); FMN adenylyltransferase (EC 2.7.7.2) (FAD pyrophosphorylase) (FAD synthase)],,ribC
Q18AS7,CD630_10770,"PTS system, mannose/fructose/sorbose IIC component",,
Q188M0,CD630_04320,"ABC-type transport system, multidrug-family permease Tn1549-like, CTn2-Orf27",,
Q184T0,CD630_30940,"Transcriptional regulator, sigma-54-dependent",,
Q18BR0,CD630_13920,Putative endoribonuclease,,
Q180I4,CD630_33400,"Putative antirestriction protein Tn916-like,CTn6-Orf17",,
Q17ZZ4,CD630_32530,Folylpolyglutamate synthase (EC 6.3.2.17),,folC
Q183E0,CD630_27070,"Transporter, Major Facilitator Superfamily (MFS)",,
Q185A8,CD630_22380,Uncharacterized protein,,
Q185Y0,CD630_21910,Histidinol-phosphatase (HolPase) (EC 3.1.3.15),,
Q183M5,CD630_27910,Cell wall binding protein cwp2,,cwp2
Q18AV4,CD630_11040,"Putative conjugative transposon protein Tn1549-like, CTn4-Orf19",,
Q180Q7,CD630_34090,HPr kinase/phosphorylase (HPrK/P) (EC 2.7.11.-) (EC 2.7.4.-) (HPr(Ser) kinase/phosphorylase),hprK,scoC
Q185Y5,CD630_21960,Putative succinyl-CoA synthetase-like ATP-binding protein,,
Q189I8,CD630_06430,Stage 0 sporulation protein A homolog,,
Q185V5,CD630_21680,Hydroxylamine reductase (EC 1.7.99.1) (Hybrid-cluster protein) (HCP) (Prismane protein),,hcp
Q18AX6,CD630_11140,"Putative conjugative transposon protein Tn1549-like, CTn4-Orf5",,
Q184X9,CD630_31400,Putative membrane protein,,
Q18A50,CD630_08520,"Transcriptional regulator, MarR family",,
Q189Z6,CD630_08000,3-hydroxybutyryl-CoA dehydratase (Crotonase) (EC 4.2.1.55),,crt1
Q182J9,CD630_25140,L-threonine dehydratase catabolic TdcB (EC 4.3.1.19),,tdcB
Q18CE6,CD630_00600,Transcription termination/antitermination protein NusG,,nusG
Q188P0,CD630_04530,Putative hydrolase,,
Q18D08,CD630_02640,Flagella-associated GTP-binding protein (Flagellar biosynthesis protein FlhF),,flhF
Q18B88,CD630_12280,"Putative peptidase, U32 family",,
Q189X2,CD630_07730,Stage V sporulation protein AC,,spoVAC
Q186R8,CD630_17100,Putative NAD(P)-binding protein,,
Q181U6,CD630_31820,Putative D-aminoacylase (EC 3.5.1.81),,
Q186M8,CD630_16730,Protein trax,,
Q18CA7,CD630_00240,Activator of protein kinase McsB,,mcsA
Q188Y4,CD630_05400,Chemotaxis protein CheW,,cheW
Q18D94,CD630_03560,Excisionase,,xis
Q18BQ2,CD630_13850,Probable transporter,,
Q186W1,CD630_17530,"ABC-type transport system, multidrug-family ATP-binding protein (EC 3.6.3.-)",,
Q187D9,CD630_18310,"Putative cation (Mg2+ and Co2+) transport-related, membrane protein",,
Q18AQ1,CD630_10540,Butyryl-CoA dehydrogenase (EC 1.3.99.-),,bcd2
Q18BL4,CD630_13470,DUF4097 domain-containing protein,,
Q183V6,CD630_28710,"Putative N-terminus region of carbohydrate hydrolase, SAF domain",,uxaA'
Q187F5,CD630_18460,"Putative conjugative transposon protein Tn1549-like, CTn5-Orf2",,
Q186Z8,CD630_17870,"Transcriptional regulator, MerR family",,
Q184G1,CD630_29680,Dipicolinate synthase subunit A,,spoVFA
Q180D8,CD630_32940,Putative type IV pilin PilA,,
Q187P4,CD630_19350,Stage V sporulation protein S,,spoVS
Q183J4,CD630_27570,Putative phospholipase,,
Q185W5,CD630_21770,"ABC-type transport system,cystine/aminoacid-family extracellular solute-binding protein",,
Q189L6,CD630_06720,GTP cyclohydrolase 1 type 2 homolog,,
Q188J2,CD630_04100,"Putative conjugative transposon protein Tn1549-like, CTn2-Orf3",,
Q182N7,CD630_25500,"ABC-type transport system, sugar-family extracellular solute-binding protein",,
Q184J9,CD630_30100,Putative cytochrome C assembly protein,,
Q180E7,CD630_33030,Chromate transport protein ChrA,,chrA'
Q17ZU2,CD630_31980,"Multidrug resistance protein Cme Transporter,Major Facilitator Superfamily (MFS)",,cme
Q18BX8,CD630_14580,Putative flavodoxin protein,,wrbA
Q18BQ6,CD630_13890,Dipeptide epimerase (EC 5.1.1.-),,
Q18C43,CD630_15230,Putative transporter,,
Q188Z9,CD630_05540,Signal peptidase I (EC 3.4.21.89),,sip2
Q17ZU9,CD630_32040,Putative membrane protein,,
Q18BF7,CD630_12950,Segregation and condensation protein A,,scpA
Q182R3,CD630_25750,Ribulose-phosphate 3-epimerase (EC 5.1.3.1),rpe,rpe1
Q188E7,CD630_20800,Putative FAD-binding subunit of xanthine dehydrogenase (EC 1.17.1.4),,
Q183H1,CD630_27360,"Transcriptional regulator, LysR family",,
Q18BR2,CD630_13960,Putative amino acid amidase,,
Q18A77,CD630_08860,Putative alpha-amylase (EC 3.2.1.-),,
Q189B2,CD630_05650,Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase),,nth
Q180B1,CD630_32670,Stage 0 sporulation protein A homolog,,
Q18D89,CD630_03510,Uncharacterized protein,,
Q181K6,CD630_36050,Putative phosphatase (EC 3.1.3.-),,
Q186T2,CD630_17240,Uncharacterized protein,,
Q180L6,CD630_33701,"Putative conjugative transposon protein Tn916-like, CTn7-Orf2",,
Q18D71,CD630_03300,"Phospholipase, patatin family",,
Q189G0,CD630_06160,"Transcriptional regulator, MerR family",,
Q181E0,CD630_35410,Spore maturation protein B,,spmB
Q180E6,CD630_33020,Chromate transport protein ChrA,,chrA
Q186N7,CD630_16810,"Transcriptional regulator, TetR family",,
Q186J7,CD630_16400,Uncharacterized protein,,
Q181P8,CD630_36460,"Transcriptional regulator, GntR family",,
Q185S3,CD630_21340,Putative signaling protein,,
Q18AT0,CD630_10740,"PTS system, mannose/fructose/sorbose IIA component",,
Q18AJ4,CD630_09940,Putative serine-pyruvate aminotransferase (EC 2.6.1.-),,
Q18BM1,CD630_13530,Pyridoxal kinase (EC 2.7.1.35),,
Q187B1,CD630_18020,"Putative hydrolase, metallo-beta-lactamase superfamily",,
Q18AP4,CD630_10420,Nuclease SbcCD subunit D,,sbcD
Q180H3,CD630_33270,"Putative conjugative transposon protein Tn916-like, CTn6-Orf2",,
Q18AN1,CD630_10300,"Putative glycosyl transferase, family 2 (EC 2.4.1.-)",,
Q180C7,CD630_32830,Pyruvate formate-lyase (Activating enzyme) (EC 1.97.1.4),,pflE
Q18BH0,CD630_13080,Ribosomal protein L7Ae/L30e/S12e/Gadd45,,
Q185H5,CD630_23040,"Transcriptional regulator, beta-lactams repressor Phage-type",,
Q183L8,CD630_27810,Probable lipid II flippase MurJ,murJ,mviN
Q186X2,CD630_17640,Putative phenylalanyl-tRNA synthetase beta chain,,
Q17ZY8,CD630_32450,"Transcriptional regulator, sigma-54-dependent",,prdR
Q18C14,CD630_14950,Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase),,proC
Q187D5,CD630_18270,"Transcriptional regulator, MarR family",,
Q18CZ3,CD630_02551,Flagellar protein FlbD,,FlbD
Q188J4,CD630_04081,"Putative conjugative transposon protein Tn1549-like, CTn2-Orf2",,
Q183K0,CD630_27650,"Transcriptional regulator, LytR family",,
Q187N5,CD630_19220,Ethanolamine carboxysome structural protein,,eutN
Q188P2,CD630_04510,Putative dioxygenase,,
Q181X8,CD630_23920,Putative tRNA-binding protein,,
Q182S7,CD630_25870,Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)],,coaBC
Q189B7,CD630_05720,Putative sporulation protein,,
Q18BZ1,CD630_14700,Putative rhodanese-like domain-containing protein,,
Q185L3,CD630_23380,4-hydroxybutyrate dehydrogenase (4-hydroxybutanoate:NAD+ oxidoreductase) (EC 1.1.1.61),,4hbD
Q184I0,CD630_29900,"ABC-type transport system, sulfonate-family ATP-binding protein (EC 3.6.3.-)",,ssuB2
Q188T1,CD630_04880,Putative small multidrug resistance SugE-like protein,,
Q181M1,CD630_36220,Uncharacterized protein,,
Q18BD8,CD630_12780,"Transcriptional regulator, Rrf2 family (Transcriptional regulator of cysteine biosynthesis)",,iscR
Q186F2,CD630_15980,Putative excinuclease ABC-like,,
Q183V1,CD630_28630,"Transcriptional regulator, sigma-54-dependent",,
Q18A73,CD630_08800,Putative protease,,
Q183H3,CD630_27380,Putative cytosine permease,,
Q18AQ8,CD630_10570,3-hydroxybutyryl-CoA dehydratase (Crotonase) (EC 4.2.1.55),,crt2
Q185B1,CD630_22350,"Transcriptional regulator, RpiR family",,
Q18BF2,CD630_12930,"Transcriptional regulator, AraC family",,
Q189F4,CD630_06080,DUF1989 domain-containing protein,,
Q18D07,CD630_02650,Flagellar number regulator FlhG,,flhG
Q189D2,CD630_05910,"Putative ATPase, P-type, heavy metal translocating",,
Q183H4,CD630_27390,Aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS),,aspS
Q189G1,CD630_06150,"Transcriptional regulator, TetR family",,
Q180R4,CD630_34160,"ABC-type transport system, sugar-family permease",,
Q17ZX3,CD630_32280,Putative membrane protein,,
Q18CY6,CD630_02460,Flagellar basal-body rod protein FlgC,,flgC
Q18BC8,CD630_12630,Putative FMN-dependent dehydrogenase,,
Q18BN5,CD630_13720,Putative phage XkdT-like protein,,
Q186Q7,CD630_17000,Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)],,ribD
Q183D2,CD630_26970,"Putative peptidase, M20D family (EC 3.5.1.-)",,
Q181D3,CD630_35340,"ABC-type transport system, phosphonate-specific ATP-binding protein (EC 3.6.3.-)",,phnK
Q182H1,CD630_24840,Putative aminotransferase,,
Q17ZW4,CD630_32200,Putative methyltransferase,,
Q187Z6,CD630_20280,Putative aspartate racemase RacX (EC 5.1.1.13),,racX
Q182H7,CD630_24900,"Putative peptidase, M20A family",,
Q181W2,CD630_23780,Putative membrane protein,,
Q18AN3,CD630_10330,UDP-N-acetylglucosamine 2-epimerase (UDP-GlcNAc-2-epimerase) (EC 5.1.3.14),,mnaA
Q184C9,CD630_29430,Putative phage replication protein,,
Q189U0,CD630_07460,Putative membrane protein,,
Q18AP1,CD630_10390,Uncharacterized protein,,
Q18BK7,CD630_13460,Uncharacterized protein,,
F3Y627,CD630_09231,Putative phage protein,,
Q18AP7,CD630_10450,Putative sporulation integral membrane protein,,
Q183W2,CD630_28750,"ABC-type transport system, ferrichrome-specific ATP-binding protein (EC 3.6.3.-)",,fhuC
Q187Q8,CD630_19480,"ABC-type transport system, permease",,
Q180T9,CD630_34400,Putative glycoside hydrolase-type carbohydrate-binding protein,,
