gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral replication genes	Viral genes with unknown function	Viral hypothetical genes	Viral genes with host benefits	Viral structure genes	Viral genes with viral benefits	virus.tax.id	virus.name	virus.lineage	refseq.id.y	KEGG.GENOME	KEGG.DISEASE	DISEASE	host.tax.id	host.name	host.lineage	domain	phylum	class	order	family	genus.etc	pmid	evidence	sample.type	source.organism
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028799.1_27	NC_028799	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	102	7	1	FALSE	0.009803922	7	51	42	1	1	0	1589297	Vibrio phage phi 1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae	NC_028799	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028821.1_56	NC_028821	K06377	spo0M;sporulation-control protein spo0M	MISC	Sporulation/ other	NA	Sporulation	1	FM	0	FALSE	0	58	7	1	FALSE	0.017241379	4	36	14	2	1	1	1732064	Staphylococcus phage StB20-like	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_028821	NA	NA	NA	1248411	Staphylococcus epidermidis 36-1	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus epidermidis	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus; Staphylococcus epidermidis	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028838.1_27	NC_028838	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	50	6	1	FALSE	0.02	4	32	6	3	3	2	1582155	Clostridium phage phiCD506	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae	NC_028838	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028838.1_27	NC_028838	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	50	6	1	FALSE	0.02	4	32	6	3	3	2	1582155	Clostridium phage phiCD506	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae	NC_028838	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028840.1_114	NC_028840	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M	0	FALSE	0	165	8	2	FALSE	0.084848485	13	103	20	21	1	7	1728958	Escherichia phage slur09	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Demerecviridae; Markadamsvirinae; Tequintavirus; Escherichia virus slur09	NC_028840	NA	NA	NA	561	Escherichia	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	NA	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028876.2_189	NC_028876	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	229	11	4	FALSE	0.021834061	4	198	18	7	0	2	1541824	Mycobacterium phage Ariel	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Omegavirus; unclassified Omegavirus	NC_028876	NA	NA	NA	246196	Mycolicibacterium smegmatis MC2 155	Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium; Mycolicibacterium smegmatis	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028883.1_36	NC_028883	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	77	10	1	FALSE	0.012987013	6	49	15	5	2	0	1582156	Clostridium phage phiMMP01	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus	NC_028883	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028883.1_36	NC_028883	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	77	10	1	FALSE	0.012987013	6	49	15	5	2	0	1582156	Clostridium phage phiMMP01	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus	NC_028883	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028887.1_218	NC_028887	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	291	10	2	FALSE	0.034364261	10	241	20	13	5	2	1698451	Bacillus phage AvesoBmore	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus AvesoBmore	NC_028887	NA	NA	NA	29339	Bacillus thuringiensis serovar kurstaki	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	26472840	"Literature, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028890.1_39	NC_028890	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	245	6	4	FALSE	0.040816327	9	178	38	13	6	1	1690456	Bacillus phage TsarBomba	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus TsarBomba	NC_028890	NA	NA	NA	29339	Bacillus thuringiensis serovar kurstaki	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	26472830	"Literature, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028890.1_39	NC_028890	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	245	6	4	FALSE	0.040816327	9	178	38	13	6	1	1690456	Bacillus phage TsarBomba	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus TsarBomba	NC_028890	NA	NA	NA	29339	Bacillus thuringiensis serovar kurstaki	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	26472830	"Literature, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028890.1_167	NC_028890	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	245	6	4	FALSE	0.040816327	9	178	38	13	6	1	1690456	Bacillus phage TsarBomba	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus TsarBomba	NC_028890	NA	NA	NA	29339	Bacillus thuringiensis serovar kurstaki	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	26472830	"Literature, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028890.1_167	NC_028890	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	245	6	4	FALSE	0.040816327	9	178	38	13	6	1	1690456	Bacillus phage TsarBomba	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus TsarBomba	NC_028890	NA	NA	NA	29339	Bacillus thuringiensis serovar kurstaki	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	26472830	"Literature, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028890.1_177	NC_028890	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	245	6	4	FALSE	0.040816327	9	178	38	13	6	1	1690456	Bacillus phage TsarBomba	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus TsarBomba	NC_028890	NA	NA	NA	29339	Bacillus thuringiensis serovar kurstaki	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	26472830	"Literature, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028905.1_24	NC_028905	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	52	6	1	FALSE	0.019230769	3	39	7	1	2	0	1582150	Clostridium phage phiCD111	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_028905	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028905.1_24	NC_028905	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	52	6	1	FALSE	0.019230769	3	39	7	1	2	0	1582150	Clostridium phage phiCD111	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_028905	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028926.1_25	NC_028926	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	44	0	1	FALSE	0.045454545	5	30	5	2	1	1	1597966	Bacillus phage Palmer	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Pagevirus; Bacillus virus Palmer	NC_028926	NA	NA	NA	1404	Priestia megaterium	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia	25953175	Literature	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028930.1_19	NC_028930	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	85	4	1	FALSE	0.035294118	7	29	45	3	1	0	1718161	Paenibacillus phage Tripp	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Trippvirus; Paenibacillus virus Tripp	NC_028930	NA	NA	NA	1464	Paenibacillus larvae	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028930.1_19	NC_028930	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	85	4	1	FALSE	0.035294118	7	29	45	3	1	0	1718161	Paenibacillus phage Tripp	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Trippvirus; Paenibacillus virus Tripp	NC_028930	NA	NA	NA	1464	Paenibacillus larvae	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028953.1_190	NC_028953	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	232	11	4	FALSE	0.025862069	4	200	18	8	0	2	1567005	Mycobacterium phage MiaZeal	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Omegavirus; unclassified Omegavirus	NC_028953	NA	NA	NA	246196	Mycolicibacterium smegmatis MC2 155	Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium; Mycolicibacterium smegmatis	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_184	NC_028955	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MK	0	FALSE	0	255	4	30	FALSE	0.08627451	22	118	76	31	5	3	1542477	Prochlorococcus phage P-TIM68	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae	NC_028955	NA	NA	NA	1220	Prochlorococcus sp.	Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Prochloraceae; Prochlorococcus	Bacteria	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Prochloraceae	Prochlorococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028958.1_23	NC_028958	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	50	6	1	FALSE	0.02	3	40	4	1	2	0	1582151	Clostridium phage phiCD146	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_028958	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028958.1_23	NC_028958	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	50	6	1	FALSE	0.02	3	40	4	1	2	0	1582151	Clostridium phage phiCD146	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_028958	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028959.1_39	NC_028959	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	90	12	2	FALSE	0.011111111	7	59	15	5	2	2	1582157	Clostridium phage phiMMP03	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus	NC_028959	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028959.1_39	NC_028959	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	90	12	2	FALSE	0.011111111	7	59	15	5	2	2	1582157	Clostridium phage phiMMP03	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus	NC_028959	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028996.1_40	NC_028996	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	88	12	2	FALSE	0.022727273	7	59	13	5	1	3	1522092	Clostridium phage phiCDHM19	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus	NC_028996	NA	NA	NA	1485	Clostridium	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	NCBI Virus	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028996.1_40	NC_028996	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	88	12	2	FALSE	0.022727273	7	59	13	5	1	3	1522092	Clostridium phage phiCDHM19	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus	NC_028996	NA	NA	NA	1485	Clostridium	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	NCBI Virus	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029001.1_25	NC_029001	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	49	6	1	FALSE	0.020408163	3	31	7	4	3	1	1445553	Clostridium phage phiCDHM11	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae	NC_029001	NA	NA	NA	1485	Clostridium	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	NCBI Virus	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029001.1_25	NC_029001	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	49	6	1	FALSE	0.020408163	3	31	7	4	3	1	1445553	Clostridium phage phiCDHM11	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae	NC_029001	NA	NA	NA	1485	Clostridium	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	NCBI Virus	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029006.1_55	NC_029006	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM	0	FALSE	0	61	4	1	FALSE	0.016393443	6	32	20	1	1	1	1567011	Clostridium phage phiCT19406C	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_029006	NA	NA	NA	1513	Clostridium tetani	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029006.1_55	NC_029006	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM	0	FALSE	0	61	4	1	FALSE	0.016393443	6	32	20	1	1	1	1567011	Clostridium phage phiCT19406C	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_029006	NA	NA	NA	1513	Clostridium tetani	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029048.2_47	NC_029048	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	TM	0	FALSE	0	181	13	5	TRUE	0.027624309	12	53	110	5	0	1	1582152	Clostridium phage phiCD211	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_029048	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029048.2_47	NC_029048	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	TM	0	FALSE	0	181	13	5	TRUE	0.027624309	12	53	110	5	0	1	1582152	Clostridium phage phiCD211	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_029048	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
