gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028895.1_92	NC_028895.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028895.1_96	NC_028895.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028895.1_100	NC_028895.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028899.1_82	NC_028899.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028899.1_84	NC_028899.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028899.1_91	NC_028899.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028899.1_103	NC_028899.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028899.1_155	NC_028899.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028903.1_74	NC_028903.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028905.1_24	NC_028905.1	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028905.1_24	NC_028905.1	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028910.1_64	NC_028910.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028914.1_53	NC_028914.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028923.1_70	NC_028923.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028926.1_25	NC_028926.1	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028927.1_167	NC_028927.1	GT72	GT72 UDP-Glc: DNA alpha-glucosyltransferase (EC 2.4.1.26)	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028930.1_19	NC_028930.1	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028930.1_19	NC_028930.1	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028931.1_52	NC_028931.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028934.1_2	NC_028934.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028935.2_75	NC_028935.2							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028937.1_68	NC_028937.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028940.1_45	NC_028940.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028944.1_68	NC_028944.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028945.1_132	NC_028945.1	GH16	GH16 xyloglucan:xyloglucosyltransferase (EC 2.4.1.207); keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103); endo-1,3-beta-glucanase / laminarinase (EC 3.2.1.39); endo-1,3(4)-beta-glucanase (EC 3.2.1.6); licheninase (EC 3.2.1.73); beta-agarase (EC 3.2.1.81); kappa;-carrageenase (EC 3.2.1.83); xyloglucanase (EC 3.2.1.151); endo-beta-1,3-galactanase (EC 3.2.1.181); [retaining] beta-porphyranase (EC 3.2.1.178); hyaluronidase (EC 3.2.1.35); endo-beta-1,4-galactosidase (EC 3.2.1.-); chitin beta-1,6-glucanosyltransferase (EC 2.4.1.-); beta-transglycosidase (EC 2.4.1.-); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-galactanase (EC 3.2.1.181)	carbon utilization	CAZY	Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Oligo Cleavage (Hemicellulose), Sulf-Polysachharides Backbone Cleavage	Glycoside Hydrolases	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028945.1_162	NC_028945.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028945.1_187	NC_028945.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028945.1_195	NC_028945.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028945.1_212	NC_028945.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028945.1_213	NC_028945.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028946.1_63	NC_028946.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028950.1_62	NC_028950.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028950.1_79	NC_028950.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028950.1_81	NC_028950.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028950.1_87	NC_028950.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028950.1_97	NC_028950.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028950.1_147	NC_028950.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028950.1_233	NC_028950.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028952.1_34	NC_028952.1	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028953.1_43	NC_028953.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028953.1_94	NC_028953.1	CE10	CE10 arylesterase (EC 3.1.1.-); carboxyl esterase (EC 3.1.1.3); acetylcholinesterase (EC 3.1.1.7); cholinesterase (EC 3.1.1.8); sterol esterase (EC 3.1.1.13); brefeldin A esterase (EC 3.1.1.-).	carbon utilization	CAZY		Carbohydrate Esterases	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028953.1_114	NC_028953.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028953.1_190	NC_028953.1	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_83	NC_028955.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_127	NC_028955.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_132	NC_028955.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_140	NC_028955.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_150	NC_028955.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_152	NC_028955.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_154	NC_028955.1	K01623	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01070]	carbon utilization	central carbon	glycolysis	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_154	NC_028955.1	K01623	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01070]	carbon utilization	central carbon	glycolysis	Gluconeogenesis, oxaloacetate => fructose-6P	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_154	NC_028955.1	K01623	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	Energy	C1		Reductive pentose phosphate cycle (Calvin cycle)	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_154	NC_028955.1	K01623	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	Energy	C1		Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_159	NC_028955.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_175	NC_028955.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_180	NC_028955.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_184	NC_028955.1	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_184	NC_028955.1	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_184	NC_028955.1	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_184	NC_028955.1	K00012	ugd;UDP-glucose 6-dehydrogenase YwqF	MISC	Phosphorylation on a Tyr residue		Phosphoproteins	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_185	NC_028955.1	GT11	GT11 GDP-L-Fuc: galactoside alpha-1,2-L-fucosyltransferase (EC 2.4.1.69); GDP-L-Fuc: beta-LacNac alpha-1,3-L-fucosyltransferase (EC 2.4.1.-)	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_188	NC_028955.1	GT11	GT11 GDP-L-Fuc: galactoside alpha-1,2-L-fucosyltransferase (EC 2.4.1.69); GDP-L-Fuc: beta-LacNac alpha-1,3-L-fucosyltransferase (EC 2.4.1.-)	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_192	NC_028955.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_194	NC_028955.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_196	NC_028955.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_197	NC_028955.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_198	NC_028955.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_200	NC_028955.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_201	NC_028955.1	GT25	GT25 lipopolysaccharide beta-1,4-galactosyltransferase (EC 2.4.1.-); beta-1,3-glucosyltransferase (EC 2.4.1.-); beta-1,2-glucosyltransferase (EC 2.4.1.-); beta-1,2-galactosyltransferase (EC 2.4.1.-); LPS beta-1,4-galactosyltransferase (EC 2.4.1.-); occidiofungin beta-xylosyltransferase (EC 2.4.2.-); UDP-Gal:procollagen beta-galactosyltransferase (EC 2.4.1.50)	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_228	NC_028955.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_229	NC_028955.1	K02691	psaC; photosystem I subunit VII	Energy	Photosynthesis		Photosystem I	1	MB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_230	NC_028955.1	K02689	psaA; photosystem I P700 chlorophyll a apoprotein A1	Energy	Photosynthesis		Photosystem I	1	MB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_231	NC_028955.1	K02690	psaB; photosystem I P700 chlorophyll a apoprotein A2	Energy	Photosynthesis		Photosystem I	1	MB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_233	NC_028955.1	K02693	psaE; photosystem I subunit IV	Energy	Photosynthesis		Photosystem I	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_234	NC_028955.1	K02692	psaD; photosystem I subunit II	Energy	Photosynthesis		Photosystem I	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_236	NC_028955.1	K05580	ndhI; NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2]	Energy	Electron transport Chain		NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_238	NC_028955.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_239	NC_028955.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028955.1_253	NC_028955.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028958.1_23	NC_028958.1	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028958.1_23	NC_028958.1	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028959.1_39	NC_028959.1	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028959.1_39	NC_028959.1	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028959.1_75	NC_028959.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028962.1_27	NC_028962.1							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028962.1_59	NC_028962.1							1	MKET
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028962.1_61	NC_028962.1							1	MKET
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028962.1_186	NC_028962.1							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028965.1_78	NC_028965.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028966.1_74	NC_028966.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028972.1_27	NC_028972.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028974.1_38	NC_028974.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028982.1_67	NC_028982.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028982.1_203	NC_028982.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028983.1_73	NC_028983.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028983.1_210	NC_028983.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028996.1_40	NC_028996.1	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028996.1_40	NC_028996.1	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028996.1_73	NC_028996.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028997.1_32	NC_028997.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028997.1_33	NC_028997.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029000.1_75	NC_029000.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029001.1_25	NC_029001.1	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029001.1_25	NC_029001.1	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029002.1_48	NC_029002.1							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029002.1_180	NC_029002.1							1	MKTF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029006.1_55	NC_029006.1	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029006.1_55	NC_029006.1	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029009.1_80	NC_029009.1	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029013.1_53	NC_029013.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029013.1_78	NC_029013.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029013.1_230	NC_029013.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029013.1_236	NC_029013.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029021.1_31	NC_029021.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029021.1_32	NC_029021.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029023.1_24	NC_029023.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029023.1_37	NC_029023.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029024.1_70	NC_029024.1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029025.1_52	NC_029025.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029025.1_59	NC_029025.1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	MF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029028.1_33	NC_029028.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029028.1_34	NC_029028.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_029031.1_62	NC_029031.1	K00524	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	MF
