vMAG_sporAMG_ID,Host_taxonomy,Host_taxonomy,Sporulating_Family?
Ly_CA28_ion_torrent_NODE_39_length_13470_cov_6.816474,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA28_ion_torrent_NODE_42_length_13073_cov_9.244431,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA28_ion_torrent_NODE_44_length_12794_cov_33.211634,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA28_ion_torrent_NODE_55_length_11191_cov_209.450611,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA28_ion_torrent_NODE_95_length_7436_cov_13.624082,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA39_ion_torrent_NODE_17_length_10467_cov_8.535344,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA40_ion_torrent_NODE_88_length_5341_cov_6.542944,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA48_ion_torrent_NODE_10_length_14745_cov_9.692172,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA6_ion_torrent_NODE_123_length_6498_cov_8.885767,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA6_ion_torrent_NODE_73_length_9420_cov_17.185264,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA81_ion_torrent_NODE_16_length_23142_cov_27.312340,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA81_ion_torrent_NODE_6_length_44561_cov_11.008651,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA85_ion_torrent_NODE_104_length_7268_cov_18.611396,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA85_ion_torrent_NODE_122_length_5947_cov_5.303462,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA85_ion_torrent_NODE_123_length_5908_cov_12.656928,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA85_ion_torrent_NODE_13_length_24584_cov_7.302458,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA85_ion_torrent_NODE_25_length_16801_cov_103.856861,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA85_ion_torrent_NODE_44_length_11751_cov_9.821648,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA85_ion_torrent_NODE_52_length_10576_cov_10.639198,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA85_ion_torrent_NODE_54_length_10468_cov_5.881398,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA85_ion_torrent_NODE_87_length_8418_cov_9.484276,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA90_ion_torrent_NODE_15_length_9199_cov_11.925634,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA90_ion_torrent_NODE_17_length_8151_cov_5.639575,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778451_NODE_1032_length_29750_cov_3.579491,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778451_NODE_167_length_103102_cov_59.913360,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778451_NODE_1998_length_13832_cov_9.028961,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778451_NODE_2771_length_8953_cov_3.313104,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778452_NODE_154_length_97577_cov_7.427586,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778452_NODE_230_length_74200_cov_3.513804,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778452_NODE_2727_length_9235_cov_2.336383,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778452_NODE_3041_length_8375_cov_2.538702,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778452_NODE_4118_length_6394_cov_4.821581,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778452_NODE_5073_length_5283_cov_2.833397,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778452_NODE_593_length_35708_cov_17.557400,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778453_NODE_1536_length_15964_cov_3.026777,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778453_NODE_332_length_56388_cov_4.820425,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778453_NODE_362_length_53744_cov_4.153607,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778454_NODE_1174_length_26801_cov_3.619382,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778454_NODE_1231_length_25646_cov_5.790590,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778454_NODE_1374_length_23313_cov_2.452403,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778454_NODE_245_length_84665_cov_4.320754,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778454_NODE_3237_length_10405_cov_2.376135,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778454_NODE_326_length_71541_cov_57.040707,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778454_NODE_396_length_63361_cov_3.219474,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778454_NODE_423_length_60491_cov_5.971888,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778454_NODE_658_length_42721_cov_5.447616,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778454_NODE_744_length_39067_cov_3.375884,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_1783_length_17045_cov_4.204061,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_194_length_93770_cov_3.975340,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_2000_length_15390_cov_7.676883,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_2010_length_15348_cov_10.146668,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_226_length_86650_cov_7.022726,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_2273_length_13705_cov_7.197875,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_2320_length_13302_cov_5.987946,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_236_length_82883_cov_5.352489,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_271_length_75289_cov_7.302536,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_2788_length_11077_cov_3.281891,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_3358_length_9307_cov_11.184068,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_3706_length_8481_cov_3.903750,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_44_length_164225_cov_3.806103,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_4766_length_6620_cov_2.421021,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_4827_length_6542_cov_1.557423,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_491_length_49517_cov_4.134709,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_5504_length_5777_cov_2.816148,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_587_length_43395_cov_2.646170,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_6073_length_5266_cov_5.768183,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_698_length_38542_cov_3.081430,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR1778456_NODE_930_length_30432_cov_8.793166,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341581_NODE_1339_length_5779_cov_1.897100,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341582_NODE_1097_length_8652_cov_1.276492,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341582_NODE_1169_length_8201_cov_1.364351,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341582_NODE_227_length_37937_cov_2.453936,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341582_NODE_382_length_23293_cov_2.285610,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341582_NODE_45_length_108530_cov_4.866338,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341583_NODE_1036_length_10737_cov_1.803314,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341583_NODE_1486_length_7780_cov_1.557152,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341583_NODE_153_length_38934_cov_2.157026,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341583_NODE_181_length_35006_cov_5.393265,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341583_NODE_250_length_28680_cov_3.934603,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341583_NODE_265_length_27582_cov_2.415665,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341583_NODE_312_length_25237_cov_4.864228,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341583_NODE_407_length_21548_cov_22.932955,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341583_NODE_416_length_21189_cov_3.702139,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341583_NODE_956_length_11626_cov_4.608158,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341584_NODE_222_length_45526_cov_6.278551,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341584_NODE_289_length_38171_cov_1.727070,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_121_length_60365_cov_26.977433,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_1723_length_11007_cov_3.494795,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_2017_length_9497_cov_1.348337,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_224_length_42316_cov_5.768770,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_238_length_41061_cov_2.708360,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_2507_length_7965_cov_1.622124,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_2605_length_7733_cov_1.844100,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_286_length_36787_cov_3.074676,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_2897_length_7009_cov_1.653293,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_3027_length_6764_cov_1.481145,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_3710_length_5645_cov_1.365295,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_4084_length_5134_cov_1.154164,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_648_length_22094_cov_1.399564,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_676_length_21352_cov_3.140395,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341585_NODE_90_length_68869_cov_2.728340,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341586_NODE_129_length_43975_cov_4.393033,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341586_NODE_548_length_18910_cov_3.762185,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341587_NODE_624_length_15193_cov_3.905536,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341589_NODE_2003_length_7443_cov_3.121819,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341589_NODE_2063_length_7208_cov_1.173913,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341590_NODE_19_length_186923_cov_30.346271,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341590_NODE_3735_length_5471_cov_1.588811,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341590_NODE_612_length_30816_cov_8.806183,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341591_NODE_124_length_61657_cov_3.214051,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341591_NODE_2016_length_6295_cov_1.291026,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341591_NODE_205_length_43401_cov_2.623218,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341591_NODE_2261_length_5772_cov_4.032884,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341591_NODE_913_length_12576_cov_1.733168,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341592_NODE_234_length_47129_cov_11.827102,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341593_NODE_279_length_35945_cov_2.128587,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341593_NODE_280_length_35908_cov_4.485148,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341593_NODE_558_length_22368_cov_1.626675,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341593_NODE_588_length_21545_cov_2.427780,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341594_NODE_1015_length_14556_cov_8.946831,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341594_NODE_1130_length_13240_cov_13.165112,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341594_NODE_114_length_63720_cov_2.741930,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341594_NODE_1743_length_8849_cov_1.947464,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ma_2019_SRR341594_NODE_1766_length_8764_cov_1.472155,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
